2018-12-22 00:00:00 42  2
 -0.797120  35.098999
 -2.026189  35.098999
 -3.261817  35.098999
 -4.504270  35.098999
 -5.753951  35.098999
 -7.011408  35.098999
 -8.277351  35.098999
 -9.552658  35.098999
 -10.838399  35.098999
 -12.135854  35.098999
 -13.446538  35.098999
 -14.772234  35.099998
 -16.115025  35.099998
 -17.477334  35.099998
 -18.861975  35.099998
 -20.272204  35.099998
 -21.711780  35.099998
 -23.185039  35.099998
 -24.696971  35.099998
 -26.253316  35.099998
 -27.860663  35.099998
 -29.526565  35.099998
 -31.259675  35.099998
 -33.069882  35.099998
 -34.968475  35.099998
 -36.968317  35.099998
 -39.084026  35.099998
 -41.332182  35.099998
 -43.731530  35.099998
 -46.303195  35.099998
 -49.070887  35.099998
 -52.061095  35.099998
 -55.303248  35.099998
 -58.829824  35.099998
 -62.676378  35.099998
 -66.881452  35.099998
 -71.486326  35.099998
 -76.534543  35.099998
 -82.071144  35.099998
 -88.141534  35.099998
 -94.789884  35.099998
 -102.056985  35.099998
2018-12-22 03:00:00 42  2
 -1.197788  35.097000
 -2.422172  35.097000
 -3.653092  35.097000
 -4.890810  35.097000
 -6.135728  35.097000
 -7.388393  35.098000
 -8.649511  35.098000
 -9.919958  35.098000
 -11.200800  35.098000
 -12.493310  35.098000
 -13.798999  35.098000
 -15.119643  35.098000
 -16.457316  35.098000
 -17.814434  35.098000
 -19.193799  35.098000
 -20.598653  35.098000
 -22.032743  35.098000
 -23.500387  35.098000
 -25.006558  35.098999
 -26.556972  35.098999
 -28.158193  35.098999
 -29.817747  35.098999
 -31.544251  35.098999
 -33.347560  35.098999
 -35.238918  35.098999
 -37.231138  35.098999
 -39.338785  35.098999
 -41.578373  35.098999
 -43.968578  35.098999
 -46.530442  35.098999
 -49.287587  35.098999
 -52.266399  35.098999
 -55.496197  35.098999
 -59.009334  35.098999
 -62.841228  35.098999
 -67.030277  35.098999
 -71.617603  35.098999
 -76.646581  35.098999
 -82.162083  35.098999
 -88.209339  35.098999
 -94.832352  35.098999
 -102.071758  35.098999
2018-12-22 06:00:00 42  2
 -1.097372  35.094002
 -2.322931  35.094002
 -3.555031  35.094002
 -4.793935  35.094002
 -6.040047  35.094002
 -7.293913  35.094002
 -8.556240  35.094002
 -9.827906  35.094002
 -11.109975  35.094002
 -12.403724  35.094002
 -13.710665  35.094002
 -15.032575  35.094002
 -16.371531  35.094002
 -17.729950  35.094002
 -19.110637  35.094002
 -20.516838  35.094002
 -21.952303  35.095001
 -23.421354  35.095001
 -24.928969  35.095001
 -26.480870  35.095001
 -28.083626  35.095001
 -29.744771  35.095001
 -31.472931  35.095001
 -33.277968  35.095001
 -35.171140  35.095001
 -37.165270  35.095001
 -39.274937  35.095001
 -41.516673  35.095001
 -43.909169  35.095001
 -46.473489  35.095001
 -49.233277  35.095001
 -52.214946  35.095001
 -55.447840  35.096001
 -58.964345  35.096001
 -62.799913  35.096001
 -66.992978  35.096001
 -71.584702  35.096001
 -76.618502  35.096001
 -82.139292  35.096001
 -88.192345  35.096001
 -94.821709  35.096001
 -102.068056  35.097000
2018-12-22 09:00:00 42  2
 -0.632081  35.094002
 -1.863079  35.095001
 -3.100647  35.095001
 -4.345051  35.095001
 -5.596693  35.095001
 -6.856124  35.095001
 -8.124054  35.095001
 -9.401363  35.095001
 -10.689122  35.095001
 -11.988614  35.096001
 -13.301355  35.096001
 -14.629132  35.096001
 -15.974031  35.096001
 -17.338479  35.096001
 -18.725294  35.096001
 -20.137736  35.096001
 -21.579572  35.096001
 -23.055143  35.096001
 -24.569449  35.096001
 -26.128237  35.096001
 -27.738107  35.096001
 -29.406624  35.096001
 -31.142454  35.096001
 -32.955503  35.096001
 -34.857077  35.096001
 -36.860058  35.096001
 -38.979088  35.096001
 -41.230773  35.096001
 -43.633888  35.096001
 -46.209589  35.096001
 -48.981626  35.097000
 -51.976528  35.097000
 -55.223771  35.097000
 -58.755883  35.097000
 -62.608474  35.097000
 -66.820149  35.097000
 -71.432252  35.097000
 -76.488394  35.097000
 -82.033686  35.097000
 -88.113604  35.097000
 -94.772391  35.097000
 -102.050899  35.097000
2018-12-22 12:00:00 42  2
 -0.703664  35.096001
 -1.933825  35.096001
 -3.170552  35.097000
 -4.414110  35.097000
 -5.664901  35.097000
 -6.923476  35.098000
 -8.190544  35.098000
 -9.466985  35.098000
 -10.753869  35.098000
 -12.052477  35.098999
 -13.364326  35.098999
 -14.691201  35.098999
 -16.035185  35.098999
 -17.398705  35.098999
 -18.784577  35.098999
 -20.196059  35.099998
